0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,target
38,2,1,2,0,227,1,0,0,3,3,89,1,209,1,0,0
37,7,2,1,0,342,1,0,0,3,3,127,1,273,1,0,0
26,7,1,1,0,44,1,1,0,3,3,193,2,237,20,1,0
42,0,2,1,0,30,1,0,0,3,3,98,1,266,3,0,0
58,4,1,2,0,2142,1,0,0,3,3,41,2,274,3,0,0
53,1,1,1,0,1103,1,1,0,3,3,101,2,250,4,0,0
33,1,1,0,0,158,1,0,0,3,3,110,1,264,4,0,0
52,6,1,1,0,371,1,0,1,3,3,50,1,208,1,1,0
32,0,2,1,0,678,1,0,0,3,3,1579,1,246,4,0,1
31,4,1,2,0,141,1,0,0,3,3,572,2,238,7,1,1
47,9,1,1,0,-75,1,0,0,3,3,57,1,247,1,1,0
41,1,0,0,0,548,1,1,0,3,3,149,1,250,1,0,0
45,2,1,1,0,242,0,1,0,3,3,510,1,198,4,0,0
32,1,2,0,0,354,0,0,0,3,3,239,1,196,8,0,0
43,1,1,0,0,223,1,0,0,3,3,112,2,204,2,1,0
54,5,0,1,1,-200,0,1,0,3,3,71,1,243,1,0,0
45,1,1,1,0,1778,1,0,0,3,3,41,1,251,5,0,0
46,9,1,1,0,388,0,0,0,3,3,6,9,7,1,1,0
39,4,1,1,0,794,1,0,0,3,3,71,1,243,3,0,0
45,0,1,1,0,985,1,0,1,3,3,156,1,267,1,0,0
41,6,2,2,0,-94,1,0,0,3,3,1164,1,203,1,0,1
43,7,0,1,0,372,1,1,0,3,3,618,2,274,2,0,0
28,0,1,1,0,568,1,0,0,3,3,11,6,252,4,1,0
54,4,1,2,0,7249,1,1,0,3,3,102,2,77,1,0,0
37,1,1,0,0,175,1,1,0,3,3,430,2,272,3,1,0
33,4,2,2,0,641,1,0,0,3,3,147,1,253,7,1,0
34,9,1,1,0,272,1,0,0,3,3,287,1,201,2,0,0
50,0,2,1,0,167,0,1,0,3,3,346,2,191,3,0,0
51,1,1,0,0,362,1,0,0,3,3,108,4,272,2,0,0
30,4,2,2,0,222,0,1,0,3,3,111,1,204,2,1,0
43,0,2,1,0,6,0,0,0,3,3,58,1,264,1,0,0
42,0,1,1,0,1133,1,0,0,3,3,161,4,212,3,0,0
32,1,1,1,0,557,1,1,0,3,3,210,2,253,1,0,0
33,1,1,1,0,-241,1,1,0,3,3,117,1,253,1,0,0
28,7,2,1,0,458,0,0,0,3,3,112,4,201,3,0,0
40,10,0,1,0,6322,0,0,0,3,3,459,1,272,1,0,0
46,1,2,1,0,374,0,1,0,3,3,23,5,7,2,1,0
59,1,1,0,0,616,0,0,0,3,3,253,3,215,2,1,0
32,9,0,1,0,202,1,0,0,3,3,429,1,201,1,0,0
37,0,2,0,0,91,1,0,0,3,3,283,2,273,2,0,0
44,1,0,1,0,272,1,0,0,3,3,219,4,205,2,0,0
41,1,1,1,0,1245,1,0,0,3,3,123,1,271,1,0,0
52,9,1,1,0,463,1,0,0,3,3,132,6,267,5,0,0
34,7,1,1,0,382,1,1,0,3,3,494,2,198,7,0,0
49,9,1,2,0,196,0,0,0,3,3,9,7,163,24,1,0
36,9,1,1,0,627,0,1,0,3,3,146,3,244,1,1,0
53,2,1,1,0,230,1,0,0,3,3,56,2,250,1,1,0
53,1,0,0,0,255,1,0,0,3,3,134,2,272,2,0,0
34,6,1,1,0,47,0,0,0,3,3,362,2,169,2,0,0
32,1,1,0,0,651,1,0,0,3,3,628,2,267,2,0,0
56,4,1,0,0,199,1,1,0,3,3,331,2,209,1,0,0
33,0,2,1,0,304,0,1,0,3,3,160,2,212,2,1,0
40,9,1,1,0,694,1,0,0,3,3,97,4,196,5,0,0
29,0,1,1,0,0,1,1,0,3,3,376,2,229,3,1,0
43,9,1,1,0,0,1,1,0,3,3,539,8,204,5,0,0
50,4,1,2,0,3284,1,0,0,3,3,195,2,271,3,0,0
56,4,1,2,0,856,1,1,0,3,3,70,4,7,7,1,0
55,9,1,0,0,818,1,0,0,3,3,185,2,247,3,1,0
30,7,1,1,0,357,1,0,0,3,3,215,3,253,4,0,0
31,9,2,0,0,449,1,0,0,3,3,140,4,252,1,0,0
38,6,1,1,0,1029,1,0,0,3,3,206,3,223,1,1,0
49,1,1,1,0,171,0,0,0,3,3,19,3,175,2,1,0
54,4,0,2,0,427,1,1,0,3,3,85,2,231,2,1,0
58,2,1,2,0,0,1,1,0,3,3,304,2,229,2,0,0
60,5,1,1,0,2516,1,1,0,3,3,279,3,266,1,0,0
33,4,2,2,0,1240,1,0,0,3,3,505,2,260,1,1,0
27,1,1,1,0,1600,1,0,0,3,3,603,2,259,1,0,0
32,2,2,0,0,1770,0,1,0,3,3,206,2,188,6,0,0
29,0,2,1,0,260,1,0,0,3,3,453,2,273,2,0,0
45,1,1,0,0,412,1,0,1,3,3,45,5,265,13,0,0
32,4,2,2,0,156,1,0,0,3,3,82,2,246,6,0,0
27,7,1,1,0,199,0,0,0,3,3,108,2,195,6,0,0
53,1,1,0,0,805,1,1,1,3,3,136,7,268,2,1,0
37,4,1,2,0,1639,1,0,0,3,3,207,3,272,3,1,0
47,1,1,0,0,556,1,0,0,3,3,147,2,264,4,1,0
31,7,2,1,0,122,1,0,0,3,3,157,4,268,2,0,0
32,1,1,1,0,557,0,0,0,3,3,388,3,272,1,1,0
48,0,0,1,0,955,1,0,0,3,3,108,2,265,3,1,0
32,6,1,2,0,322,1,0,0,3,3,192,2,272,1,0,0
45,1,1,1,0,226,0,0,1,3,3,170,2,212,2,0,0
56,4,1,2,0,-762,1,1,0,3,3,19,10,7,5,1,0
53,4,0,1,0,1355,0,1,0,3,3,447,2,196,8,1,0
28,0,2,1,0,392,1,1,0,3,3,214,2,259,2,0,0
45,6,0,1,0,1966,1,0,0,3,3,76,2,204,3,1,0
32,4,1,2,0,1230,1,0,0,3,3,35,3,253,4,0,0
44,4,0,0,0,641,1,0,0,4,3,79,2,269,3,1,0
41,9,1,1,0,-329,0,0,1,4,3,13,8,238,9,1,0
36,8,2,1,0,904,0,0,1,4,3,36,9,8,13,1,0
31,4,0,2,0,106,1,0,0,4,3,67,2,202,1,0,0
33,4,1,1,0,165,1,0,1,4,3,126,3,258,15,1,0
27,1,1,1,0,245,1,0,0,4,3,7,7,255,11,0,0
46,4,1,2,0,-191,1,0,0,4,3,674,3,202,3,0,0
58,4,1,1,0,-382,0,0,1,4,3,398,4,189,12,2,0
41,0,0,1,0,4,1,0,0,4,3,232,1,211,1,0,0
37,4,0,2,0,132,1,0,0,4,3,175,5,253,1,1,0
54,1,1,1,0,844,0,0,1,4,3,8,7,189,18,1,0
50,0,0,1,0,381,0,0,0,4,3,519,1,212,2,1,0
29,1,2,1,0,0,1,0,0,4,3,16,9,253,1,0,0
31,8,2,1,0,334,1,0,0,4,3,195,4,233,2,1,0
35,7,0,1,0,440,1,0,0,4,3,103,1,248,1,0,0
35,4,0,2,0,500,1,0,0,4,3,177,1,252,1,0,0
33,4,1,2,0,741,0,0,0,4,3,283,1,260,1,0,0
34,9,1,1,0,1072,0,1,0,4,3,136,1,252,2,0,0
45,5,1,1,0,900,1,0,0,4,3,508,4,266,4,1,0
32,7,1,1,0,1066,1,0,0,4,3,150,1,262,9,0,0
44,1,1,1,0,794,1,0,0,4,3,342,1,252,1,1,0
39,9,1,1,0,994,0,0,0,4,3,221,1,241,1,0,0
47,1,0,1,0,1815,1,0,0,4,3,105,1,253,4,0,0
29,0,1,1,0,503,0,1,0,4,3,433,1,199,2,0,0
27,2,2,2,0,81,0,0,0,4,3,197,1,199,3,0,0
33,4,2,2,0,1410,1,0,0,4,3,8,1,254,5,0,0
59,1,1,0,0,99,1,0,0,4,3,43,1,261,3,0,0
33,2,0,0,0,596,0,1,0,4,3,308,1,213,1,1,0
30,1,2,1,0,144,1,0,0,4,3,259,1,260,3,0,0
32,9,1,1,0,3322,1,0,0,4,3,588,2,175,2,0,0
29,7,1,0,0,549,1,0,0,4,3,205,1,245,2,0,0
31,9,2,2,0,1109,0,0,0,4,3,642,1,167,2,0,1
33,4,2,2,0,7114,1,0,0,4,3,271,2,233,3,1,0
29,1,0,1,0,302,1,0,0,4,3,116,1,192,8,1,0
42,1,2,0,0,1628,1,0,0,4,3,119,1,195,8,2,0
34,1,1,1,0,563,0,1,0,4,3,384,1,2,2,0,0
26,1,1,1,0,624,1,0,0,4,3,188,1,247,4,1,0
30,1,2,0,0,105,1,0,0,4,3,131,1,265,1,0,0
32,0,2,1,0,642,1,0,0,4,3,52,1,253,2,0,0
30,4,2,1,0,293,1,0,0,4,3,232,1,253,2,0,0
54,2,1,2,0,1544,0,1,0,4,3,85,7,196,3,0,0
55,5,1,1,0,529,1,0,0,4,3,33,4,8,3,1,0
26,2,2,1,0,101,1,0,0,4,3,810,1,268,1,0,1
41,9,1,1,0,-378,1,0,0,4,3,361,1,253,2,0,0
41,4,1,2,0,13874,0,0,0,4,3,255,1,234,2,1,0
26,7,2,1,0,598,1,0,0,4,3,401,2,272,1,1,0
35,4,1,2,0,1557,1,1,0,4,3,225,1,268,1,0,0
42,4,1,0,0,-417,1,0,0,4,3,81,3,273,3,0,0
26,2,2,2,0,725,0,0,0,4,3,1916,2,189,29,1,1
39,6,2,2,0,917,1,0,0,4,3,161,2,258,1,0,0
26,6,2,1,0,1242,1,0,0,4,3,205,2,253,2,2,0
27,0,2,1,0,424,0,0,0,4,3,248,4,189,13,1,0
28,7,2,1,0,1820,1,0,0,4,3,134,2,203,1,2,0
59,9,1,1,0,201,0,0,0,4,3,52,1,8,7,1,0
42,9,1,1,0,2037,0,1,0,4,3,135,1,8,1,1,0
47,1,0,0,0,1927,1,0,0,4,3,130,4,275,3,0,0
57,4,1,1,0,287,0,1,0,4,3,75,1,8,2,1,0
46,0,1,1,0,939,0,0,0,4,3,69,2,8,1,1,0
30,8,2,1,0,61,0,1,0,4,3,133,5,8,2,1,0
49,1,1,0,0,217,1,0,0,4,3,537,2,196,4,1,0
30,7,2,1,0,405,1,0,0,4,3,103,1,265,2,1,0
37,8,2,1,0,681,0,0,0,4,3,187,1,8,1,1,0
41,4,1,2,0,1143,1,0,0,4,3,134,1,8,2,1,0
50,4,0,2,0,-5,1,0,0,4,3,1118,1,8,1,1,0
32,4,1,2,0,-149,0,0,0,4,3,93,1,8,1,1,0
29,6,1,2,0,476,0,1,0,4,3,148,1,8,2,1,0
34,9,0,2,0,66,0,1,0,4,3,102,1,170,2,0,0
40,4,1,1,0,18,1,0,0,4,3,166,1,8,2,1,0
58,5,2,1,0,-158,1,0,0,4,3,55,1,8,1,1,0
44,2,1,1,0,320,1,1,0,4,3,269,3,234,2,1,0
36,4,1,2,0,0,1,0,0,4,3,245,2,8,1,1,0
29,7,2,1,0,612,0,0,0,4,3,47,1,198,5,1,0
40,7,1,1,0,-212,1,1,0,4,3,71,1,258,1,0,0
33,7,2,1,0,406,1,0,0,4,3,61,1,275,1,0,0
57,4,0,2,0,442,0,0,0,4,3,41,1,253,3,0,0
49,1,1,0,0,1,0,1,0,4,3,98,1,210,1,1,0
54,3,0,0,0,2253,1,0,0,4,3,266,1,196,1,0,0
32,0,1,1,0,1661,1,0,0,4,3,76,1,209,2,0,0
32,7,1,1,0,182,0,0,0,4,3,277,1,169,2,0,0
57,7,1,0,0,-319,0,1,0,4,3,620,1,196,1,1,0
31,1,2,1,0,573,1,0,1,4,3,58,1,269,2,0,0
29,1,2,0,0,365,1,1,0,4,3,72,1,274,2,0,0
40,0,1,1,0,367,1,0,1,4,3,89,1,274,1,0,0
55,1,1,1,0,1765,1,0,0,4,3,445,1,267,1,0,0
30,9,2,1,0,728,1,0,0,4,3,393,1,261,1,1,0
42,9,1,1,0,315,1,0,0,4,3,208,1,275,2,0,0
45,7,1,1,0,925,1,0,0,4,3,118,2,232,4,1,0
34,4,0,2,0,0,0,0,0,4,3,108,4,175,3,0,0
45,9,1,1,0,858,0,0,0,4,3,617,4,251,2,0,0
38,9,0,2,0,915,1,0,0,4,3,22,7,266,4,1,0
30,10,2,1,0,79,0,1,0,4,3,528,2,196,1,0,0
32,0,0,1,0,2294,1,0,0,4,3,342,2,260,2,0,0
41,2,2,2,0,791,1,0,0,4,3,215,1,80,1,1,0
58,9,1,1,0,0,1,0,0,4,3,1823,1,205,1,0,0
40,1,1,0,0,665,1,0,0,4,3,177,3,211,1,2,0
33,4,0,2,0,1,1,0,0,4,3,26,8,267,1,1,0
27,9,2,1,0,126,1,1,0,4,3,147,2,216,4,0,0
36,8,2,1,0,624,0,0,0,4,3,518,2,8,1,1,0
48,1,1,1,0,750,0,0,0,4,3,85,2,8,2,1,0
48,1,1,1,0,426,1,1,0,4,3,153,2,177,2,0,0
31,8,2,2,0,2010,1,0,0,4,3,15,5,261,1,1,0
42,3,1,0,0,4279,1,0,0,4,3,97,1,198,1,0,0
46,9,1,2,0,157,0,0,0,4,3,120,2,224,1,0,0
37,1,1,0,0,95,1,0,0,4,3,415,2,272,2,0,0
31,2,2,2,0,544,0,1,0,4,3,401,2,8,3,1,0
38,3,1,1,0,333,1,0,0,4,3,606,2,202,1,1,0
44,4,1,2,0,1451,1,0,0,4,3,80,7,80,15,0,0
44,9,1,2,0,184,1,1,0,4,3,653,3,8,2,1,0
60,0,2,1,0,473,0,0,0,4,3,175,2,8,1,1,0
41,1,1,0,0,336,1,0,0,4,3,192,2,8,1,1,0
33,4,1,2,0,377,1,0,0,4,3,213,2,276,1,0,0
37,1,1,0,0,655,1,0,0,4,3,127,2,258,4,0,0
37,4,1,2,0,21,1,0,0,4,3,89,2,252,2,0,0
30,9,1,1,0,436,1,0,0,4,3,138,3,206,8,1,0
40,10,1,2,0,2135,1,0,0,4,3,171,5,230,1,0,0
43,0,2,1,0,1022,1,0,0,4,3,163,3,276,2,0,0
35,1,2,1,0,0,1,0,0,4,3,155,3,254,1,1,0
43,0,2,1,0,375,0,1,0,4,3,193,2,199,4,0,0
33,1,2,1,0,123,1,0,0,4,3,273,3,212,4,0,0
37,1,2,1,0,111,1,0,0,4,3,60,2,272,2,0,0
32,1,0,0,0,158,1,0,0,4,3,728,4,253,1,0,0
43,10,1,1,0,511,1,1,1,4,3,191,5,190,5,1,0
38,0,0,1,0,19,1,0,0,4,3,1130,3,251,2,2,1
31,9,2,2,0,3729,1,0,0,4,3,176,2,8,10,1,0
33,1,2,1,0,687,1,0,0,5,3,178,2,273,1,0,0
39,4,2,2,0,0,1,0,0,5,3,13,8,9,2,1,0
30,4,2,2,0,640,0,0,0,5,3,124,4,213,2,0,0
29,1,1,1,0,247,0,1,0,5,3,204,2,214,1,0,0
38,1,1,0,0,346,0,0,0,5,3,15,3,9,3,1,0
52,4,1,1,0,4873,0,0,1,5,3,381,6,213,9,0,0
44,4,1,2,0,445,0,1,1,5,3,135,2,9,7,1,0
43,9,1,0,0,321,1,0,0,5,3,12,5,268,6,1,0
51,4,1,2,0,-321,0,0,0,5,3,470,2,9,2,1,0
56,0,1,1,0,1554,1,1,0,5,3,15,6,190,27,1,0
30,10,2,2,0,306,0,0,0,5,3,90,6,256,14,0,0
37,7,2,0,0,0,0,1,0,5,3,155,6,245,5,1,0
35,0,0,1,0,627,1,0,0,5,3,298,6,275,2,0,0
49,6,1,2,0,503,1,0,0,5,3,310,4,200,1,0,0
55,9,1,1,0,312,0,0,0,5,3,13,8,9,3,1,0
32,7,2,1,0,124,1,0,0,5,3,202,3,9,5,1,0
41,4,1,1,0,611,1,0,0,5,3,38,1,212,1,1,0
31,4,2,2,0,12857,1,0,0,5,3,158,1,92,1,2,1
44,9,1,1,0,310,1,0,0,5,3,200,1,253,1,0,0
43,4,1,2,0,479,1,0,0,5,3,168,1,254,2,0,0
31,7,1,1,0,1801,1,0,1,5,3,136,1,274,2,0,0
41,1,0,1,0,351,1,0,0,5,3,12,8,268,9,1,0
41,4,1,2,0,326,0,0,0,5,3,163,1,182,2,0,0
31,0,2,2,0,383,0,1,0,5,3,119,1,214,1,0,0
38,1,1,1,0,121,1,1,0,5,3,168,1,212,2,0,0
40,4,1,1,0,6695,1,0,0,5,3,297,1,252,1,0,0
52,4,0,0,0,11,0,0,0,5,3,365,1,9,1,1,0
31,4,1,2,0,140,0,0,0,5,3,9,8,212,4,1,0
37,9,1,1,0,-254,1,1,0,5,3,121,3,254,2,0,0
58,7,1,0,0,443,0,0,1,5,3,41,2,204,1,0,0
60,0,0,1,0,-41,1,1,0,5,3,1658,1,262,1,0,1
37,10,0,1,0,74,1,0,0,5,3,120,1,275,1,0,0
28,1,2,1,0,517,0,1,0,5,3,91,3,213,1,2,0
32,1,2,0,0,1450,1,0,0,5,3,72,6,273,1,1,0
60,9,1,1,0,1139,0,0,0,5,3,67,2,207,2,0,0
43,0,2,1,0,309,1,0,1,5,3,24,5,276,1,1,0
41,1,1,0,0,0,1,0,0,5,3,620,4,200,4,2,0
36,7,2,1,0,417,1,0,0,5,3,15,10,207,3,0,0
46,9,1,0,0,718,1,0,0,5,3,80,2,268,1,0,0
47,4,1,2,0,0,1,0,1,5,3,138,4,9,2,1,0
57,0,0,1,1,-435,1,1,0,5,3,89,5,273,2,0,0
34,9,2,1,0,347,1,0,0,5,3,154,2,197,6,0,0
45,1,1,1,0,776,1,0,0,5,3,232,4,253,1,0,0
35,4,2,2,0,1064,1,0,0,5,3,69,2,261,1,1,0
47,6,1,2,0,-80,1,0,0,5,3,150,3,270,2,0,0
54,5,2,1,0,515,1,0,0,5,3,115,2,234,1,0,0
35,0,0,1,0,183,0,1,0,5,3,12,7,217,1,0,0
47,6,1,2,0,917,0,0,0,5,3,518,3,212,5,0,0
38,4,1,2,0,569,1,0,0,5,3,105,2,252,1,0,0
49,5,0,1,0,-268,1,0,0,5,3,42,2,206,5,0,0
35,4,2,1,0,6809,1,0,1,5,3,139,8,273,7,0,0
27,6,0,1,0,165,1,0,0,5,3,1160,2,192,4,0,0
42,9,1,1,0,769,0,0,0,5,3,187,2,246,1,0,0
33,1,2,2,0,350,1,0,0,5,3,148,7,227,5,0,0
55,9,1,1,0,517,1,1,0,5,3,47,3,263,4,0,0
58,7,1,1,0,-37,0,1,1,5,3,150,2,205,6,0,0
56,9,2,0,0,145,1,0,1,5,3,124,2,9,2,1,0
33,9,2,1,0,10,1,0,0,5,3,71,2,274,1,0,0
28,1,1,1,0,1137,0,0,0,5,3,129,4,211,3,1,0
32,3,1,0,0,-184,1,0,0,5,3,129,2,197,1,0,0
46,2,1,1,0,122,0,0,0,5,3,1047,2,1,7,0,0
33,4,1,2,0,17946,1,0,0,5,3,195,5,259,1,0,0
52,1,1,0,0,320,1,0,0,5,3,306,3,253,4,1,0
40,1,1,0,0,451,1,0,0,5,3,356,3,262,1,0,0
34,4,1,2,0,0,0,0,0,5,3,787,3,9,1,1,1
37,1,1,1,0,688,1,0,0,8,3,158,2,279,2,0,0
50,1,1,0,0,859,1,1,1,8,3,56,5,196,7,0,0
49,1,1,0,0,474,1,1,1,8,3,152,3,221,1,0,0
33,0,1,1,0,347,1,0,0,8,3,7,7,193,13,0,0
33,4,0,2,0,-848,1,0,1,8,3,12,12,256,2,1,0
35,4,1,2,0,354,0,1,0,8,3,117,4,12,2,1,0
33,9,2,1,0,0,1,1,0,8,3,47,2,12,4,1,0
30,1,1,0,0,243,0,1,0,8,3,133,2,213,2,0,0
56,9,0,1,0,0,1,0,0,8,3,139,5,265,4,0,0
43,1,1,1,0,130,1,0,0,8,3,146,3,256,1,0,0
32,1,1,0,0,183,1,0,0,8,3,308,4,208,3,1,0
27,1,2,1,0,539,1,0,0,8,3,268,5,252,2,0,0
33,9,1,1,0,0,1,0,0,8,3,176,2,262,2,0,0
34,0,2,1,0,1,1,0,0,8,3,185,7,280,1,1,0
32,9,1,1,0,106,0,0,0,8,3,12,8,174,9,1,0
27,0,2,1,0,-550,1,0,0,8,3,176,3,195,15,1,0
30,4,2,2,0,3773,1,0,0,8,3,75,4,258,1,0,0
32,6,2,1,0,360,1,0,0,8,3,175,3,259,4,0,0
33,1,2,2,0,700,0,0,0,8,3,126,1,88,1,2,1
36,6,1,1,0,1245,1,0,0,8,3,8,7,248,9,2,0
56,4,0,2,0,505,0,0,0,8,3,108,2,199,3,1,0
39,1,1,1,0,20,1,0,0,8,3,686,5,279,1,0,0
46,7,1,1,0,561,1,0,0,8,3,84,4,256,7,0,0
29,10,2,2,0,0,1,0,0,8,3,102,3,12,3,1,0
40,9,1,2,0,516,1,0,0,8,3,175,5,12,1,1,0
48,9,1,2,0,150,1,0,0,8,3,168,2,203,7,0,0
54,1,1,1,0,2047,0,0,1,8,3,150,7,194,6,0,0
35,1,2,1,0,0,1,0,0,8,3,226,3,280,1,1,0
35,1,1,1,0,-100,1,0,1,8,3,13,7,272,9,0,0
58,1,1,0,0,42,1,0,0,8,3,96,6,264,3,0,0
48,1,1,0,0,683,1,0,0,8,3,144,5,209,12,0,0
46,7,1,1,0,692,1,0,0,8,3,388,3,257,2,0,0
49,10,2,2,0,631,0,0,0,8,3,140,6,12,1,1,0
31,1,2,1,0,42,0,0,0,8,3,473,3,12,2,1,0
54,4,1,1,0,2895,1,0,0,8,3,20,2,256,1,0,0
47,1,1,1,0,0,1,0,0,8,3,168,4,180,2,1,0
40,1,1,0,0,3462,1,0,0,8,3,171,3,277,4,1,0
28,4,2,2,0,385,0,1,0,8,3,79,4,193,7,0,0
37,10,1,1,0,356,0,0,0,8,3,33,2,216,1,0,0
33,9,2,1,0,0,1,0,0,8,3,91,3,236,4,1,0
42,4,2,2,0,1285,1,0,0,8,3,21,3,252,4,1,0
51,0,1,1,0,-229,0,0,0,8,3,18,3,12,1,1,0
34,0,1,1,0,0,1,0,0,9,3,97,1,85,1,0,1
36,9,1,2,0,99,1,1,0,9,3,86,1,85,1,0,0
37,7,2,1,0,248,1,0,0,9,3,77,1,279,2,0,0
38,4,1,2,0,184,0,0,0,9,3,64,2,188,2,0,0
51,9,1,2,0,1347,1,1,0,9,3,160,1,243,1,0,1
40,1,1,1,0,5060,0,0,0,9,3,154,2,93,1,2,1
39,4,1,1,0,363,1,1,0,10,3,67,1,209,1,0,0
31,0,2,1,0,554,1,0,0,10,3,80,1,6,1,0,0
28,0,1,2,0,174,1,1,0,10,3,56,1,184,2,0,0
54,4,0,2,0,26306,1,0,0,10,3,27,1,84,3,0,0
31,4,2,1,1,0,0,0,0,10,3,112,4,85,2,0,0
37,0,1,1,0,1314,1,0,0,11,3,118,4,210,3,0,1
43,4,0,2,0,36,0,0,0,12,3,61,1,193,1,0,0
45,9,1,1,0,2403,0,0,0,12,3,147,2,84,1,0,0
33,4,2,2,0,3552,0,0,0,12,3,158,2,85,3,0,1
54,4,1,2,0,2960,1,0,0,12,3,94,9,85,1,0,0
35,8,2,1,0,188,1,0,0,15,3,75,3,200,5,0,1
44,0,0,1,0,397,1,1,0,15,3,127,1,257,1,1,1
51,9,1,1,0,195,1,0,0,16,3,105,1,92,1,0,0
59,4,1,2,0,1831,0,0,0,16,3,122,1,92,1,0,0
39,9,1,1,0,4101,1,0,0,17,3,146,2,264,1,1,1
56,4,0,2,0,722,0,0,0,18,3,134,3,94,2,0,0
25,8,1,2,0,4923,1,1,0,18,3,266,2,219,12,1,0
56,7,0,1,0,935,0,0,0,25,3,112,1,227,2,0,0
35,9,0,1,0,2823,1,0,0,25,3,74,1,24,1,0,0
49,6,1,2,0,503,1,0,0,26,3,118,5,21,5,0,0
36,0,1,1,0,725,1,0,0,26,3,123,3,99,8,0,0
36,9,1,1,0,6384,1,1,0,26,3,59,1,101,1,0,0
30,4,2,2,0,5561,1,0,0,26,3,195,1,100,1,2,1
37,4,1,2,0,708,1,0,0,26,3,32,4,225,3,0,0
38,9,1,1,0,5115,1,0,0,26,3,99,1,102,6,2,1
39,1,2,0,0,581,1,0,0,26,3,233,1,270,1,1,1
34,4,1,2,0,1036,1,0,0,1,7,78,4,103,7,0,0
54,4,1,2,0,446,0,0,0,2,7,133,4,102,4,1,0
60,5,1,1,0,404,0,0,0,4,7,308,2,196,2,0,1
53,4,1,1,0,2693,0,0,0,4,7,90,1,104,1,0,1
45,0,0,1,0,2353,1,0,0,4,7,182,1,107,2,1,1
31,4,0,2,0,883,1,0,0,4,7,112,2,106,1,0,1
44,4,2,2,0,483,0,0,0,5,7,207,2,199,6,2,1
38,4,1,2,0,1101,1,0,0,8,7,78,2,120,1,0,0
29,9,1,2,0,676,0,0,0,8,7,93,2,224,4,0,0
37,10,2,2,0,1316,1,0,0,9,7,350,2,112,3,0,1
34,4,1,2,0,1674,1,0,0,9,7,113,1,210,7,0,0
28,1,2,1,0,387,1,0,0,12,7,61,11,282,1,1,0
56,4,1,1,0,1928,0,0,0,15,7,61,6,115,4,0,0
48,9,1,1,0,1981,1,0,0,15,7,291,3,238,2,2,0
37,7,2,1,0,1045,0,0,0,16,7,406,2,41,1,0,1
30,4,1,2,0,8089,1,0,0,17,7,232,2,294,2,0,1
59,0,1,1,0,3735,0,0,0,17,7,203,4,121,2,0,1
41,4,2,2,0,120,0,1,0,23,7,81,1,49,3,1,0
34,9,1,1,0,390,1,0,0,26,7,95,2,231,2,0,1
38,0,1,2,0,1988,0,0,0,26,7,164,2,130,2,0,1
46,0,1,1,0,-522,1,0,0,26,7,243,3,239,13,1,1
32,4,2,2,0,1613,0,0,0,29,7,253,2,129,5,0,0
34,9,2,2,0,2658,1,0,0,30,7,265,1,230,2,0,0
29,4,1,2,0,250,1,0,0,30,7,371,2,257,1,1,0
32,9,2,2,0,392,1,0,0,0,0,957,2,131,2,0,0
39,9,0,1,0,688,1,1,0,0,0,233,2,133,1,0,0
59,5,1,1,0,1035,1,1,0,0,0,126,2,239,1,0,0
33,0,2,1,0,285,1,0,0,0,0,427,1,329,1,1,0
47,1,1,1,0,398,1,1,0,0,0,274,1,238,2,0,0
37,4,1,1,0,1180,1,1,0,0,0,786,1,135,1,1,0
32,7,2,2,0,1743,1,0,0,0,0,1156,1,261,3,1,0
54,5,1,1,0,1004,1,0,0,0,0,479,1,307,1,0,0
35,9,1,1,0,0,0,0,0,0,0,295,1,303,1,1,0
46,6,0,2,0,926,1,0,0,0,0,463,1,133,3,0,0
49,0,1,0,0,686,1,1,0,0,0,286,2,225,4,1,0
34,1,1,1,0,1924,1,1,0,0,0,161,2,253,1,0,0
45,7,0,1,0,396,1,1,0,0,0,251,4,329,4,0,0
58,4,0,2,0,315,1,0,0,0,0,121,2,135,2,0,0
49,4,0,2,0,20727,0,0,0,0,0,285,3,132,2,0,0
49,0,1,1,0,182,1,0,0,1,0,303,1,331,2,0,0
33,1,1,1,0,3576,1,0,0,1,0,124,1,308,2,1,0
36,9,1,1,0,4613,0,0,0,1,0,320,1,134,2,0,0
39,9,1,1,0,508,1,0,0,1,0,598,2,135,5,0,0
48,7,1,1,0,0,1,0,0,1,0,146,1,267,1,0,0
46,6,1,1,0,-30,1,1,0,1,0,164,1,300,2,0,0
35,6,1,2,0,560,1,0,0,1,0,58,1,136,1,0,0
35,6,1,2,0,1250,1,0,0,1,0,361,1,136,1,1,0
58,9,1,1,0,1,0,0,0,1,0,333,1,64,2,0,0
35,4,2,2,0,4348,1,0,0,1,0,1074,3,217,8,0,0
32,0,1,2,0,233,1,0,0,1,0,77,2,133,4,0,0
30,4,2,2,0,0,1,0,0,1,0,293,2,314,2,0,0
53,1,1,0,0,1409,1,0,0,1,0,464,1,287,1,0,0
40,4,1,0,0,738,1,1,0,1,0,399,2,258,3,0,0
35,1,1,1,0,2643,1,0,0,1,0,96,3,330,1,1,0
57,4,1,2,0,1631,1,0,0,1,0,254,2,261,3,0,0
37,4,1,2,0,489,1,0,0,2,0,246,2,133,6,0,0
38,9,1,1,0,-421,1,0,0,2,0,187,1,332,5,0,0
54,5,1,0,0,136,1,0,0,2,0,352,1,332,2,0,0
